编码,日期,销量
1099,20150525,0.00458214
1099,20150526,0.0905848
1099,20150527,0.0421751
1099,20150528,0.0430852
1099,20150529,0.0185936
1099,20150530,0.117108
1101,20150501,0.427301412
1101,20150502,1.664057043
1101,20150503,0.751052391
1101,20150504,0.926354851
1101,20150505,1.142269787
1101,20150506,3.47303349
1101,20150507,0.447497888
1101,20150508,0.513466063
1101,20150509,1.726616207
1101,20150510,0.812069436
1101,20150511,0.98727115
1101,20150512,1.203179505
1101,20150513,3.533942778
1101,20150514,0.508407148
1101,20150515,0.574375321
1101,20150516,1.787525465
1101,20150517,0.872978693
1101,20150518,1.048180408
1101,20150519,1.264088763
1101,20150520,3.594852036
1101,20150521,0.569316406
1101,20150522,0.635284579
1101,20150523,1.848434723
1101,20150524,0.933887951
1101,20150525,1.109089666
1101,20150526,1.324998021
1101,20150527,3.655761294
1101,20150528,0.630225664
1101,20150529,0.696193837
1101,20150530,1.909343981
1102,20150501,1.070401566
1102,20150502,1.068966092
1102,20150503,0.607744115
1102,20150504,0.786837882
1102,20150505,1.213725407
1102,20150506,2.486130715
1102,20150507,0.955815679
1102,20150508,0.879077042
1102,20150509,1.212026364
1102,20150510,0.653333135
1102,20150511,0.860839213
1102,20150512,1.279444712
1102,20150513,2.554264183
1102,20150514,1.023245432
1102,20150515,0.946711924
1102,20150516,1.279601453
1102,20150517,0.720925653
1102,20150518,0.92842665
1102,20150519,1.34703363
1102,20150520,2.62185267
1102,20150521,1.090834045
1102,20150522,1.0143005
1102,20150523,1.347190039
1102,20150524,0.788514236
1102,20150525,0.996015235
1102,20150526,1.414622215
1102,20150527,2.689441254
1102,20150528,1.158422629
1102,20150529,1.081889085
1102,20150530,1.414778623
1103,20150501,0
1103,20150502,0.009787115
1103,20150503,0.120404207
1103,20150504,0.181146192
1103,20150505,0.432794681
1103,20150506,0.774542232
1103,20150507,0
1103,20150508,0
1103,20150509,0.00193026
1103,20150510,0.112734836
1103,20150511,0.173496212
1103,20150512,0.425146707
1103,20150513,0.766894465
1103,20150514,0
1103,20150515,0
1103,20150516,0
1103,20150517,0.105087093
1103,20150518,0.165848469
1103,20150519,0.417498964
1103,20150520,0.759246722
1103,20150521,0
1103,20150522,0
1103,20150523,0
1103,20150524,0.09743935
1103,20150525,0.158200726
1103,20150526,0.409851221
1103,20150527,0.751598979
1103,20150528,0
1103,20150529,0
1103,20150530,0
1201,20150501,87.32282763
1201,20150502,88.18350814
1201,20150503,89.81333735
1201,20150504,107.5945224
1201,20150505,84.58254089
1201,20150506,125.3221023
1201,20150507,62.89454384
1201,20150508,89.55659312
1201,20150509,89.87531947
1201,20150510,91.47759776
1201,20150511,109.2573822
1201,20150512,86.24532951
1201,20150513,126.9848873
1201,20150514,64.55732865
1201,20150515,91.21937792
1201,20150516,91.53810428
1201,20150517,93.14038256
1201,20150518,110.920167
1201,20150519,87.90811431
1201,20150520,128.6476721
1201,20150521,66.22011346
1201,20150522,92.88216272
1201,20150523,93.20088908
1201,20150524,94.80316736
1201,20150525,112.5829518
1201,20150526,89.57089912
1201,20150527,130.3104569
1201,20150528,67.88289826
1201,20150529,94.54494753
1201,20150530,94.86367389
1202,20150501,3.78035145
1202,20150502,5.288065153
1202,20150503,5.789862104
1202,20150504,7.851667943
1202,20150505,6.731728998
1202,20150506,8.10459204
1202,20150507,4.49640056
1202,20150508,3.81753516
1202,20150509,5.067980117
1202,20150510,5.595826993
1202,20150511,7.654995128
1202,20150512,6.535323266
1202,20150513,7.908159264
1202,20150514,4.299970523
1202,20150515,3.621104845
1202,20150516,4.871549831
1202,20150517,5.399396703
1202,20150518,7.458564839
1202,20150519,6.338892977
1202,20150520,7.711728975
1202,20150521,4.103540234
1202,20150522,3.424674556
1202,20150523,4.675119542
1202,20150524,5.202966414
1202,20150525,7.26213455
1202,20150526,6.142462688
1202,20150527,7.515298685
1202,20150528,3.907109944
1202,20150529,3.228244267
1202,20150530,4.478689252
1203,20150501,26.00324188
1203,20150502,25.59881074
1203,20150503,27.80907797
1203,20150504,30.65066723
1203,20150505,28.79469772
1203,20150506,48.20623675
1203,20150507,20.83819534
1203,20150508,26.30883637
1203,20150509,25.80309888
1203,20150510,28.00931377
1203,20150511,30.85074093
1203,20150512,28.99476493
1203,20150513,48.40630371
1203,20150514,21.03826228
1203,20150515,26.50890331
1203,20150516,26.00316583
1203,20150517,28.20938071
1203,20150518,31.05080788
1203,20150519,29.19483187
1203,20150520,48.60637065
1203,20150521,21.23832923
1203,20150522,26.70897026
1203,20150523,26.20323277
1203,20150524,28.40944766
1203,20150525,31.25087482
1203,20150526,29.39489882
1203,20150527,48.8064376
1203,20150528,21.43839617
1203,20150529,26.9090372
1203,20150530,26.40329971
1205,20150501,1.201717803
1205,20150502,0.4354463
1205,20150503,0.611903942
1205,20150504,1.317781808
1205,20150505,0.611913568
1205,20150506,1.670625094
1205,20150507,0.711214351
1205,20150508,1.166860646
1205,20150509,0.402082407
1205,20150510,0.578548831
1205,20150511,1.284426749
1205,20150512,0.578558509
1205,20150513,1.637270035
1205,20150514,0.677859292
1205,20150515,1.133505587
1205,20150516,0.368727348
1205,20150517,0.545193771
1205,20150518,1.251071689
1205,20150519,0.545203449
1205,20150520,1.603914975
1205,20150521,0.644504232
1205,20150522,1.100150527
1205,20150523,0.335372288
1205,20150524,0.511838712
1205,20150525,1.21771663
1205,20150526,0.51184839
1205,20150527,1.570559916
1205,20150528,0.611149173
1205,20150529,1.066795468
1205,20150530,0.302017229
1301,20150501,2.656685598
1301,20150502,2.842565145
1301,20150503,2.160985465
1301,20150504,2.508872793
1301,20150505,3.272825898
1301,20150506,2.222556179
1301,20150507,2.359910654
1301,20150508,2.563044298
1301,20150509,2.851174196
1301,20150510,2.146542837
1301,20150511,2.499627017
1301,20150512,3.262408525
1301,20150513,2.212402935
1301,20150514,2.349697864
1301,20150515,2.552844932
1301,20150516,2.840971804
1301,20150517,2.136341127
1301,20150518,2.489425153
1301,20150519,3.252206696
1301,20150520,2.202201098
1301,20150521,2.339496029
1301,20150522,2.542643096
1301,20150523,2.830769969
1301,20150524,2.126139291
1301,20150525,2.479223317
1301,20150526,3.24200486
1301,20150527,2.191999263
1301,20150528,2.329294193
1301,20150529,2.532441261
1301,20150530,2.820568134
1302,20150501,1.47378508
1302,20150502,0.73628779
1302,20150503,1.698725541
1302,20150504,0.583133938
1302,20150505,0.635437734
1302,20150506,0.347468999
1302,20150507,0.351336487
1302,20150508,1.403425845
1302,20150509,0.722218034
1302,20150510,1.690134743
1302,20150511,0.575076437
1302,20150512,0.627432141
1302,20150513,0.33946846
1302,20150514,0.343336439
1302,20150515,1.395425845
1302,20150516,0.714218038
1302,20150517,1.682134748
1302,20150518,0.567076442
1302,20150519,0.619432146
1302,20150520,0.331468464
1302,20150521,0.335336444
1302,20150522,1.38742585
1302,20150523,0.706218043
1302,20150524,1.674134753
1302,20150525,0.559076447
1302,20150526,0.611432151
1302,20150527,0.323468469
1302,20150528,0.327336449
1302,20150529,1.379425854
1302,20150530,0.698218048
1306,20150501,0.218027755
1306,20150502,0.491888115
1306,20150503,0.426490416
1306,20150504,0.719944507
1306,20150505,0.764157492
1306,20150506,1.355904728
1306,20150507,0.709577096
1306,20150508,0.420153741
1306,20150509,0.498786207
1306,20150510,0.458924644
1306,20150511,0.749038565
1306,20150512,0.79368845
1306,20150513,1.385378539
1306,20150514,0.739058382
1306,20150515,0.449634049
1306,20150516,0.528266644
1306,20150517,0.488405063
1306,20150518,0.778518987
1306,20150519,0.823168872
1306,20150520,1.41485896
1306,20150521,0.768538804
1306,20150522,0.479114471
1306,20150523,0.557747065
1306,20150524,0.517885484
1306,20150525,0.807999408
1306,20150526,0.852649293
1306,20150527,1.444339381
1306,20150528,0.798019225
1306,20150529,0.508594892
1306,20150530,0.587227486
1308,20150501,3.361801071
1308,20150502,3.154573452
1308,20150503,2.592734452
1308,20150504,2.928935935
1308,20150505,2.602898759
1308,20150506,3.053963418
1308,20150507,2.231459031
1308,20150508,2.999070866
1308,20150509,3.112210784
1308,20150510,2.485990871
1308,20150511,2.835130313
1308,20150512,2.50649313
1308,20150513,2.958080286
1308,20150514,2.135470898
1308,20150515,2.903103834
1308,20150516,3.016239512
1308,20150517,2.39002045
1308,20150518,2.739159721
1308,20150519,2.410522573
1308,20150520,2.862109722
1308,20150521,2.039500336
1308,20150522,2.807133271
1308,20150523,2.920268949
1308,20150524,2.294049888
1308,20150525,2.643189158
1308,20150526,2.31455201
1308,20150527,2.766139159
1308,20150528,1.943529773
1308,20150529,2.711162708
1308,20150530,2.824298386
1501,20150501,2.764655764
1501,20150502,1.615848402
1501,20150503,2.675771835
1501,20150504,2.852207961
1501,20150505,2.852068493
1501,20150506,3.797247222
1501,20150507,2.801508612
1501,20150508,2.732878628
1501,20150509,1.613502693
1501,20150510,2.672386616
1501,20150511,2.848859458
1501,20150512,2.848718692
1501,20150513,3.793897468
1501,20150514,2.798158855
1501,20150515,2.729528871
1501,20150516,1.610152937
1501,20150517,2.66903686
1501,20150518,2.845509701
1501,20150519,2.845368936
1501,20150520,3.790547711
1501,20150521,2.794809099
1501,20150522,2.726179115
1501,20150523,1.606803181
1501,20150524,2.665687103
1501,20150525,2.842159945
1501,20150526,2.842019179
1501,20150527,3.787197955
1501,20150528,2.791459343
1501,20150529,2.722829359
1501,20150530,1.603453424
1502,20150501,0.149021
1502,20150502,0.493599
1502,20150503,0
1502,20150504,0
1502,20150505,0
1502,20150506,0.0208761
1502,20150507,0.0143065
1502,20150508,0.0574453
1502,20150509,0.107524
1502,20150510,0
1502,20150511,0
1502,20150512,0
1502,20150513,0.00525519
1502,20150514,0
1502,20150515,0.0862827
1502,20150516,0.0228607
1502,20150517,0.0962495
1502,20150518,0.11492
1502,20150519,0.0907619
1502,20150520,0.0215938
1502,20150521,0.0466103
1502,20150522,0.136737
1502,20150523,0
1502,20150524,0.100903
1502,20150525,0.310587
1502,20150526,0.196745
1502,20150527,0.170083
1502,20150528,0.381448
1502,20150529,0.209011
1502,20150530,0.644686
1503,20150501,0.647195792
1503,20150502,0.328235802
1503,20150503,0.516853119
1503,20150504,0.420159261
1503,20150505,1.061801022
1503,20150506,1.048395812
1503,20150507,0.38720913
1503,20150508,0.576669818
1503,20150509,0.338697807
1503,20150510,0.539410786
1503,20150511,0.444523432
1503,20150512,1.086434996
1503,20150513,1.073070081
1503,20150514,0.411889418
1503,20150515,0.601351004
1503,20150516,0.363379128
1503,20150517,0.564092127
1503,20150518,0.469204776
1503,20150519,1.11111634
1503,20150520,1.097751426
1503,20150521,0.436570762
1503,20150522,0.626032349
1503,20150523,0.388060472
1503,20150524,0.588773472
1503,20150525,0.49388612
1503,20150526,1.135797684
1503,20150527,1.12243277
1503,20150528,0.461252106
1503,20150529,0.650713693
1503,20150530,0.412741817
1504,20150501,0.125329159
1504,20150502,0.078111045
1504,20150503,0.204922416
1504,20150504,0.026731237
1504,20150505,0.144424133
1504,20150506,0.322370812
1504,20150507,0.196794085
1504,20150508,0.092654549
1504,20150509,0.090027294
1504,20150510,0.208173671
1504,20150511,0.031666293
1504,20150512,0.149031989
1504,20150513,0.327042251
1504,20150514,0.201453168
1504,20150515,0.097316032
1504,20150516,0.094688312
1504,20150517,0.212834779
1504,20150518,0.036327383
1504,20150519,0.153693083
1504,20150520,0.331703344
1504,20150521,0.206114261
1504,20150522,0.101977126
1504,20150523,0.099349405
1504,20150524,0.217495873
1504,20150525,0.040988477
1504,20150526,0.158354176
1504,20150527,0.336364437
1504,20150528,0.210775354
1504,20150529,0.106638219
1504,20150530,0.104010498
1505,20150501,15.92679456
1505,20150502,16.91813345
1505,20150503,15.97496528
1505,20150504,15.47573101
1505,20150505,16.74715141
1505,20150506,21.17022067
1505,20150507,14.06591509
1505,20150508,17.17566347
1505,20150509,17.67698936
1505,20150510,16.77265582
1505,20150511,16.27034382
1505,20150512,17.54200813
1505,20150513,21.96505806
1505,20150514,14.86075401
1505,20150515,17.97050227
1505,20150516,18.47182816
1505,20150517,17.56749463
1505,20150518,17.06518262
1505,20150519,18.33684693
1505,20150520,22.75989687
1505,20150521,15.65559282
1505,20150522,18.76534107
1505,20150523,19.26666697
1505,20150524,18.36233343
1505,20150525,17.86002143
1505,20150526,19.13168574
1505,20150527,23.55473568
1505,20150528,16.45043163
1505,20150529,19.56017988
1505,20150530,20.06150578
1507,20150501,0.0146321
1507,20150502,0.0146321
1507,20150503,0.0146321
1507,20150504,0.0146321
1507,20150505,0.0146321
1507,20150506,0.0146321
1507,20150507,0.0146321
1507,20150508,0.0146321
1507,20150509,0.0146321
1507,20150510,0.0146321
1507,20150511,0.0146321
1507,20150512,0.0146321
1507,20150513,0.0146321
1507,20150514,0.0146321
1507,20150515,0.0146321
1507,20150516,0.0146321
1507,20150517,0.0146321
1507,20150518,0.0146321
1507,20150519,0.0146321
1507,20150520,0.0146321
1507,20150521,0.0146321
1507,20150522,0.0146321
1507,20150523,0.0146321
1507,20150524,0.0146321
1507,20150525,0.0146321
1507,20150526,0.0146321
1507,20150527,0.0146321
1507,20150528,0.0146321
1507,20150529,0.0146321
1507,20150530,0.0146321
1508,20150501,1.069786173
1508,20150502,0.539551493
1508,20150503,0.44848834
1508,20150504,0.92254336
1508,20150505,0.935225956
1508,20150506,1.393876173
1508,20150507,0.537675329
1508,20150508,1.022747287
1508,20150509,0.530290941
1508,20150510,0.436786933
1508,20150511,0.910999656
1508,20150512,0.923672064
1508,20150513,1.382322938
1508,20150514,0.526122052
1508,20150515,1.011194014
1508,20150516,0.518737667
1508,20150517,0.425233659
1508,20150518,0.899446382
1508,20150519,0.91211879
1508,20150520,1.370769664
1508,20150521,0.514568778
1508,20150522,0.99964074
1508,20150523,0.507184393
1508,20150524,0.413680385
1508,20150525,0.887893108
1508,20150526,0.900565516
1508,20150527,1.35921639
1508,20150528,0.503015504
1508,20150529,0.988087465
1508,20150530,0.495631119
1510,20150501,0.7752011
1510,20150502,1.22920541
1510,20150503,1.287893469
1510,20150504,1.287887423
1510,20150505,1.52318263
1510,20150506,2.052377805
1510,20150507,0.967884035
1510,20150508,0.788706118
1510,20150509,1.258393078
1510,20150510,1.317201367
1510,20150511,1.317196242
1510,20150512,1.552491457
1510,20150513,2.081686632
1510,20150514,0.997192862
1510,20150515,0.818014944
1510,20150516,1.287701904
1510,20150517,1.346510194
1510,20150518,1.346505069
1510,20150519,1.581800284
1510,20150520,2.110995458
1510,20150521,1.026501688
1510,20150522,0.847323771
1510,20150523,1.317010731
1510,20150524,1.37581902
1510,20150525,1.375813896
1510,20150526,1.61110911
1510,20150527,2.140304285
1510,20150528,1.055810515
1510,20150529,0.876632598
1510,20150530,1.346319558
1511,20150501,0
1511,20150502,0.123064936
1511,20150503,0.18197463
1511,20150504,0.064321265
1511,20150505,0.064236384
1511,20150506,0
1511,20150507,0
1511,20150508,0
1511,20150509,0.117233524
1511,20150510,0.176063256
1511,20150511,0.058399255
1511,20150512,0.05831296
1511,20150513,0
1511,20150514,0
1511,20150515,0
1511,20150516,0.111309884
1511,20150517,0.170139615
1511,20150518,0.052475615
1511,20150519,0.052389319
1511,20150520,0
1511,20150521,0
1511,20150522,0
1511,20150523,0.105386243
1511,20150524,0.164215974
1511,20150525,0.046551974
1511,20150526,0.046465679
1511,20150527,0
1511,20150528,0
1511,20150529,0
1511,20150530,0.099462602
1512,20150501,0.365369274
1512,20150502,0
1512,20150503,0.54451761
1512,20150504,0.069868054
1512,20150505,0.126984945
1512,20150506,1.061326848
1512,20150507,0
1512,20150508,0.144467767
1512,20150509,0
1512,20150510,0.487720868
1512,20150511,0.016740625
1512,20150512,0.074448746
1512,20150513,1.008885913
1512,20150514,0
1512,20150515,0.092044656
1512,20150516,0
1512,20150517,0.435298219
1512,20150518,0
1512,20150519,0.022026109
1512,20150520,0.956463277
1512,20150521,0
1512,20150522,0.03962202
1512,20150523,0
1512,20150524,0.382875582
1512,20150525,0
1512,20150526,0
1512,20150527,0.90404064
1512,20150528,0
1512,20150529,0
1512,20150530,0
1513,20150501,0.404412731
1513,20150502,0.431498394
1513,20150503,0.317249047
1513,20150504,0.846412746
1513,20150505,0.493530908
1513,20150506,1.141256431
1513,20150507,0.252914596
1513,20150508,0.386672436
1513,20150509,0.443532808
1513,20150510,0.326007949
1513,20150511,0.855531987
1513,20150512,0.502610508
1513,20150513,1.150340392
1513,20150514,0.261998078
1513,20150515,0.39575597
1513,20150516,0.452616336
1513,20150517,0.335091478
1513,20150518,0.864615516
1513,20150519,0.511694037
1513,20150520,1.159423921
1513,20150521,0.271081607
1513,20150522,0.404839499
1513,20150523,0.461699865
1513,20150524,0.344175007
1513,20150525,0.873699045
1513,20150526,0.520777566
1513,20150527,1.16850745
1513,20150528,0.280165135
1513,20150529,0.413923028
1513,20150530,0.470783394
1515,20150501,0.435043569
1515,20150502,0.427867946
1515,20150503,0.251545192
1515,20150504,0.545676011
1515,20150505,0.604513342
1515,20150506,0.66189798
1515,20150507,0.255303266
1515,20150508,0.390582699
1515,20150509,0.390192215
1515,20150510,0.21371588
1515,20150511,0.507850175
1515,20150512,0.566687428
1515,20150513,0.624072067
1515,20150514,0.217477353
1515,20150515,0.352756786
1515,20150516,0.352366303
1515,20150517,0.175889967
1515,20150518,0.470024262
1515,20150519,0.528861515
1515,20150520,0.586246154
1515,20150521,0.17965144
1515,20150522,0.314930874
1515,20150523,0.31454039
1515,20150524,0.138064054
1515,20150525,0.43219835
1515,20150526,0.491035602
1515,20150527,0.548420242
1515,20150528,0.141825528
1515,20150529,0.277104961
1515,20150530,0.276714477
1516,20150501,0.0216489
1516,20150502,0.0216489
1516,20150503,0.0216489
1516,20150504,0.0216489
1516,20150505,0.0216489
1516,20150506,0.0216489
1516,20150507,0.0216489
1516,20150508,0.0216489
1516,20150509,0.0216489
1516,20150510,0.0216489
1516,20150511,0.0216489
1516,20150512,0.0216489
1516,20150513,0.0216489
1516,20150514,0.0216489
1516,20150515,0.0216489
1516,20150516,0.0216489
1516,20150517,0.0216489
1516,20150518,0.0216489
1516,20150519,0.0216489
1516,20150520,0.0216489
1516,20150521,0.0216489
1516,20150522,0.0216489
1516,20150523,1.26336
1516,20150524,0.0984372
1516,20150525,2.00693
1516,20150526,0.796847
1516,20150527,0.985098
1516,20150528,0.468306
1516,20150529,1.68366
1516,20150530,0.038212
1517,20150501,2.283462212
1517,20150502,2.305723751
1517,20150503,2.419430468
1517,20150504,3.242770336
1517,20150505,2.124873678
1517,20150506,3.589107212
1517,20150507,1.671312482
1517,20150508,2.131498405
1517,20150509,2.243842683
1517,20150510,2.361277434
1517,20150511,3.184771585
1517,20150512,2.066881312
1517,20150513,3.53111511
1517,20150514,1.613320391
1517,20150515,2.073506314
1517,20150516,2.185850593
1517,20150517,2.303285344
1517,20150518,3.126779495
1517,20150519,2.008889221
1517,20150520,3.47312302
1517,20150521,1.5553283
1517,20150522,2.015514224
1517,20150523,2.127858502
1517,20150524,2.245293254
1517,20150525,3.068787405
1517,20150526,1.950897131
1517,20150527,3.415130929
1517,20150528,1.49733621
1517,20150529,1.957522133
1517,20150530,2.069866412
1518,20150501,10.76779639
1518,20150502,11.78047649
1518,20150503,12.18955018
1518,20150504,12.95418231
1518,20150505,12.07187875
1518,20150506,16.60303701
1518,20150507,9.260564014
1518,20150508,10.9143318
1518,20150509,12.0261625
1518,20150510,12.43776602
1518,20150511,13.2024627
1518,20150512,12.32016079
1518,20150513,16.85131908
1518,20150514,9.508846092
1518,20150515,11.16261388
1518,20150516,12.27444458
1518,20150517,12.6860481
1518,20150518,13.45074478
1518,20150519,12.56844287
1518,20150520,17.09960116
1518,20150521,9.757128171
1518,20150522,11.41089596
1518,20150523,12.52272666
1518,20150524,12.93433018
1518,20150525,13.69902686
1518,20150526,12.81672495
1518,20150527,17.34788324
1518,20150528,10.00541025
1518,20150529,11.65917803
1518,20150530,12.77100874
1519,20150501,0.070255928
1519,20150502,0.172850302
1519,20150503,0.933350623
1519,20150504,1.518917832
1519,20150505,1.248198717
1519,20150506,2.719634713
1519,20150507,0.815961491
1519,20150508,0.490445563
1519,20150509,0.38627715
1519,20150510,1.038758549
1519,20150511,1.567893515
1519,20150512,1.267692547
1519,20150513,2.723726361
1519,20150514,0.812006589
1519,20150515,0.482286907
1519,20150516,0.375922332
1519,20150517,1.02725639
1519,20150518,1.555791952
1519,20150519,1.255277838
1519,20150520,2.711148055
1519,20150521,0.799342816
1519,20150522,0.469578484
1519,20150523,0.363190581
1519,20150524,1.014512453
1519,20150525,1.543041648
1519,20150526,1.242524208
1519,20150527,2.698392688
1519,20150528,0.786586541
1519,20150529,0.456821734
1519,20150530,0.350433584
1521,20150501,1.78552
1521,20150502,0.380094
1521,20150503,0
1521,20150504,0
1521,20150505,0
1521,20150506,0
1521,20150507,0
1521,20150508,0.177109
1521,20150509,0.177109
1521,20150510,1.62034
1521,20150511,1.62034
1521,20150512,0.145571
1521,20150513,0.355587
1521,20150514,0.337045
1521,20150515,0.337045
1521,20150516,0.337045
1521,20150517,0
1521,20150518,0
1521,20150519,0.444869
1521,20150520,0.199799
1521,20150521,0.195547
1521,20150522,0.344346
1521,20150523,0.397147
1521,20150524,0.482265
1521,20150525,0.500341
1521,20150526,0
1521,20150527,0
1521,20150528,0
1521,20150529,0
1521,20150530,0
2001,20150501,1.156948441
2001,20150502,2.864158973
2001,20150503,1.14408009
2001,20150504,1.0769825
2001,20150505,1.371823255
2001,20150506,1.788180658
2001,20150507,0.583894706
2001,20150508,1.981626894
2001,20150509,2.576326348
2001,20150510,1.092410787
2001,20150511,0.97518056
2001,20150512,1.280663447
2001,20150513,1.694761743
2001,20150514,0.490955353
2001,20150515,1.88858574
2001,20150516,2.483306804
2001,20150517,0.999386655
2001,20150518,0.882157402
2001,20150519,1.187640083
2001,20150520,1.601738423
2001,20150521,0.397932024
2001,20150522,1.795562413
2001,20150523,2.390283476
2001,20150524,0.906363327
2001,20150525,0.789134074
2001,20150526,1.094616755
2001,20150527,1.508715095
2001,20150528,0.304908696
2001,20150529,1.702539085
2001,20150530,2.297260148
2002,20150501,1.471739065
2002,20150502,0.36980245
2002,20150503,1.240349234
2002,20150504,1.238986968
2002,20150505,1.121324707
2002,20150506,1.592949744
2002,20150507,0.955263611
2002,20150508,1.259252332
2002,20150509,0.253606658
2002,20150510,1.135294264
2002,20150511,1.135220986
2002,20150512,1.017707861
2002,20150513,1.489350153
2002,20150514,0.851666016
2002,20150515,1.155654968
2002,20150516,0.150009321
2002,20150517,1.03169693
2002,20150518,1.031623653
2002,20150519,0.914110528
2002,20150520,1.385752819
2002,20150521,0.748068682
2002,20150522,1.052057635
2002,20150523,0.046411987
2002,20150524,0.928099597
2002,20150525,0.928026319
2002,20150526,0.810513194
2002,20150527,1.282155486
2002,20150528,0.644471349
2002,20150529,0.948460301
2002,20150530,0
2003,20150501,0
2003,20150502,0.669217321
2003,20150503,1.324952615
2003,20150504,0.204052927
2003,20150505,0.597941365
2003,20150506,1.665485323
2003,20150507,0.507532783
2003,20150508,0
2003,20150509,0.5725619
2003,20150510,1.275724944
2003,20150511,0.148605186
2003,20150512,0.543309376
2003,20150513,1.61074635
2003,20150514,0.45280784
2003,20150515,0
2003,20150516,0.517835358
2003,20150517,1.220998371
2003,20150518,0.093878617
2003,20150519,0.488582807
2003,20150520,1.556019781
2003,20150521,0.398081271
2003,20150522,0
2003,20150523,0.463108789
2003,20150524,1.166271802
2003,20150525,0.039152048
2003,20150526,0.433856238
2003,20150527,1.501293212
2003,20150528,0.343354702
2003,20150529,0
2003,20150530,0.40838222
2004,20150501,0.027836596
2004,20150502,0.026165375
2004,20150503,0.315470221
2004,20150504,0.080902466
2004,20150505,0.026260984
2004,20150506,0.026244426
2004,20150507,0.026519855
2004,20150508,0.031753537
2004,20150509,0.031439323
2004,20150510,0.320662699
2004,20150511,0.086099835
2004,20150512,0.03145806
2004,20150513,0.03144152
2004,20150514,0.031716948
2004,20150515,0.03695063
2004,20150516,0.036636416
2004,20150517,0.325859792
2004,20150518,0.091296928
2004,20150519,0.036655153
2004,20150520,0.036638613
2004,20150521,0.03691404
2004,20150522,0.042147723
